OTU,5% Sheep Blood,5% Sheep Blood + Amp,5% Sheep Blood + Amp Kan Ery,5% Sheep Blood + Cip,5% Sheep Blood + Crb,5% Sheep Blood + Ery,5% Sheep Blood + Kan,5% Sheep Blood + Neo,5% Sheep Blood + Pen,5% Sheep Blood + Pen Crb Cip,5% Sheep Blood + Van,5% Sheep Blood + Van Amp Ery,A II,AA,BARN,BHI,BHI (strict anaerobes),BHI + Amp,BHI + Amp Kan Ery,BHI + Cip,BHI + Crb,BHI + Ery,BHI + FBS (5%),BHI + FBS (5%) + Amp,BHI + FBS (5%) + Amp Kan Ery,BHI + FBS (5%) + Cip,BHI + FBS (5%) + Crb,BHI + FBS (5%) + Ery,BHI + FBS (5%) + Kan,BHI + FBS (5%) + Neo,BHI + FBS (5%) + Pen,BHI + FBS (5%) + Pen Crb Cip,BHI + FBS (5%) + Van,BHI + FBS (5%) + Van Amp Ery,BHI + Kan,BHI + Neo,BHI + Pen,BHI + Pen Crb Cip,BHI + Van,BHI + Van Amp Ery,BMM - Azo-Galactomannon,BMM - chondroitin sulfate,BMM - Fructose,BMM - glucose,BMM - Inulin,BMM - Mannitol,BMM - Mucin,BMM - Pullulan,BMM - raffinose,BMM - Resistant Starch,BMM - Soluble Starch,BMM - Sorbitol,COR,LB,M-17 Broth,mGAM,mGAM + Amp,mGAM + Amp Kan Ery,mGAM + Cip,mGAM + Crb,mGAM + Ery,mGAM + Kan,mGAM + Pen,mGAM + Pen Crb Cip,mGAM + Van,mGAM + Van Amp Ery,MiPro,MiPro + Amp,MiPro + Amp Kan Ery,MiPro + Cip,MiPro + Crb,MiPro + Ery,MiPro + Kan,MiPro + Neo,MiPro + Pen,MiPro + Pen Crb Cip,MiPro + Van,MiPro + Van Amp Ery,mOs-SRB,MRS,MT10,Mucus,Mucus + Amp,Mucus + Amp Kan Ery,Mucus + Cip,Mucus + Crb,Mucus + Ery,Mucus + Kan,Mucus + Neo,Mucus + Pen,Mucus + Pen Crb Cip,Mucus + Van,Mucus + Van Amp Ery,NCMM - Mannitol,NCMM - Mucin,Postgate,Postgate + Amp,Postgate + Amp Kan Ery,Postgate + Cip,Postgate + Crb,Postgate + Ery,Postgate + Kan,Postgate + Neo,Postgate + Pen,Postgate + Van,Postgate + Van Amp Ery,PYG,R2A - Azo-Galactomannon,R2A - chondroitin sulfate,R2A - Fructose,R2A - glucose,R2A - Inulin,R2A - Mannitol,R2A - Mucin,R2A - Pullulan,R2A - raffinose,R2A - Resistant Starch,R2A - Soluble Starch,R2A - Sorbitol,Reinforced Clostridial Broth,TGB,TSB,WCA,WHC,WSB,YCFA,YCFA + Amp,YCFA + Cip,YCFA + Crb,YCFA + Ery,YCFA + Kan,YCFA + Neo,YCFA + Pen,YCFA + Pen Crb Cip,YCFA + Van,YCFA + Van Amp Ery,Yeast Casitone
Otu151,1e-05,1e-05,1e-05,1e-05,1e-05,0.0103553047914051,1e-05,1e-05,0.0110505846508016,1e-05,1e-05,0.0747330017673736,0.00433224932631536,0.00331372833236666,0.0834738856369395,1e-05,0.00360209987907888,0.025371386491866,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.101210786313308,1e-05,1e-05,1e-05,1e-05,1e-05,0.0339419497745193,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00474906781540304,0.0282498957941607,1e-05,1e-05,1e-05,0.0052491054420538,0.214315800419714,0.0722623224007737,0.0050910985934211,0.0407789970755148,1e-05,0.00948886663596293,0.128144415490573,1e-05,1e-05,0.0152495841412383,0.0555837057213822,0.274861758084971,1e-05,0.104474853120306,1e-05,1e-05,0.344444197800993,0.0661540525293574,1e-05,0.0706521085935343,1e-05,1e-05,1e-05,0.0586563352567263,1e-05,1e-05,1e-05,1e-05,0.0243189244216028,1e-05,1e-05,0.119806448096429,1e-05,1e-05,0.204952488750891,1e-05,1e-05,1e-05,1e-05,1e-05,0.137761298466596,1e-05,1e-05,1e-05,0.245391263680327,1e-05,0.13789549180111,1e-05,0.102241147205071,0.00225849003330928,0.0194974610740828,1e-05,0.0193782984097736,1e-05,0.190211201621322,0.0204372892657764,0.00657296232451667,1e-05,1e-05,0.109076377777862,1e-05,0.00178557939213187,0.023283881332788,0.0313565450945036,0.0134875250684476,0.00525464123993521,1e-05,0.321774585227031,0.0177246904629234,1e-05,1e-05,1e-05,0.0519417488636403,0.00468005041259583,1e-05,1e-05,1e-05,1e-05,0.00573134340568736,0.00135103770411818,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.259911397989871,0.216455488659198,1e-05,1e-05,0.0582445011487209
Otu153,1e-05,1e-05,1e-05,1e-05,1e-05,0.04252162504663,1e-05,1e-05,1e-05,1e-05,1e-05,0.268514317135221,0.00698867853206483,1e-05,1e-05,1e-05,0.00369779411432274,1e-05,0.292434322253395,0.00932621039270614,0.216975685437966,0.0891928246151536,1e-05,1e-05,1e-05,1e-05,1e-05,0.012987446992691,1e-05,1e-05,0.0128392249873799,1e-05,0.00152062046020615,0.139374638481097,0.0112645516922996,1e-05,1e-05,0.122280058128378,1e-05,0.0338232657602809,1e-05,1e-05,1e-05,0.00807688585840658,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0876991535107092,1e-05,1e-05,0.00782735409571157,0.076080474082184,1e-05,0.08680995865873,0.0804377675380679,0.0271619187105205,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0998660018755226,1e-05,1e-05,1e-05,1e-05,0.0382540554404032,1e-05,1e-05,1e-05,1e-05,0.350662174870363,1e-05,1e-05,0.826387407391429,1e-05,0.0836715150848973,1e-05,0.0204801117016018,1e-05,0.0903946269446278,0.0839701286290975,1e-05,1e-05,0.0463158071690416,0.104957309643839,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00549904654662405,0.0159349642784825,0.0214597136463637,0.0138458378415758,1e-05,0.00733514791938468,0.110107641591865,0.00606518959053692,1e-05,1e-05,0.00138971729835572,0.0266608228093767,1e-05,1e-05,0.00414433051909151,1e-05,1e-05,0.00117672072536382,1e-05,1e-05,1e-05,1e-05,0.270931091122079,1e-05,1e-05,0.0333520331888364,1e-05,1e-05,1e-05,0.0239167353232281
Otu154,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.135591780766914,0.0103451307801294,0.0390869862308199,0.00323694382021989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0529354437461632,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0373800320916137,1e-05,0.103395008058887,0.00993546325826447,1e-05,1e-05,1e-05,0.00474068055187025,1e-05,1e-05,1e-05,0.0106510214183674,1e-05,0.0555083297217201,0.00496288374312151,1e-05,1e-05,1e-05,0.0159517287211267,0.11628595072107,1e-05,0.0241246431288547,0.081963932576099,1e-05,1e-05,0.249440969204293,0.276800072704352,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0636033821271312,1e-05,1e-05,0.127193266901601,1e-05,1e-05,1e-05,0.003661271185242,1e-05,0.214389223403997,1e-05,1e-05,1e-05,1e-05,0.341036139160025,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.106948689829626,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0106891470332379,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0243559532611214,0.0109334369677808,1e-05,0.00549658343532276,0.00747431943851036,0.224393480519653,1e-05,0.00378145243169678,0.00406538288811005,1e-05,0.0407499974835247,0.0048955364219436,1e-05,1e-05,1e-05,1e-05,0.00239809385930492,1e-05,1e-05,1e-05,1e-05,0.552143063269118,1e-05,1e-05,0.0679696586127125,0.113210930977232,1e-05,0.139111309748548,0.0121852566367269
Otu155,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00585523083556703,1e-05,0.00524016540996125,1e-05,0.00787019349738579,1e-05,1e-05,1e-05,1e-05,0.0358485586594399,0.60375414320381,1e-05,0.373303106284456,0.0690546560042482,1e-05,1e-05,1e-05,1e-05,1e-05,0.134068136582864,1e-05,1e-05,0.00795228332494393,0.111963889842735,1e-05,0.0719375335221261,1e-05,1e-05,0.101413179236372,0.328194100147079,1e-05,0.0349154242260223,1e-05,1e-05,1e-05,1e-05,0.00480263628862039,1e-05,1e-05,1e-05,0.0107902191288852,0.0216070414973684,1e-05,0.00251387172159453,0.0452654863488266,1e-05,1e-05,0.00808010056616108,0.235611372957584,0.436912369520797,0.0733197809510357,0.19374860272252,0.0280389812530828,1e-05,1e-05,0.280417560161954,0.00170878050343825,0.0374355220024205,1e-05,0.0322307425073351,1e-05,1e-05,0.103090690471861,1e-05,1e-05,1e-05,1e-05,0.078978569575971,1e-05,1e-05,0.00741824034095122,1e-05,0.144794044222614,1e-05,1e-05,1e-05,1e-05,0.431866406030768,1e-05,0.0422828353314995,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.108346397352914,0.00239335399940021,0.0051654341785417,1e-05,1e-05,1e-05,1e-05,0.0108288430056682,1e-05,0.0423476055410463,1e-05,1e-05,1e-05,0.00189220386912383,1e-05,0.0221526511083276,0.0142929220800149,0.00556841803219507,1e-05,1e-05,0.00313051774872569,1e-05,1e-05,1e-05,0.0321086557027133,1e-05,1e-05,1e-05,1e-05,1e-05,0.00425151026647973,1e-05,0.253152422165266,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0370335155908848
Otu156,1e-05,0.0181746172237972,1e-05,0.0183048449813467,1e-05,1e-05,1e-05,1e-05,0.0116836109676785,0.0391568184379371,0.00522815033050219,1e-05,0.00719780240172733,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.223468299850444,0.0918617624614246,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00793404967990506,0.111707169886825,0.00156612234349743,1e-05,1e-05,1e-05,1e-05,0.617101457879875,1e-05,0.104506101864589,1e-05,0.0298681746501521,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00538273921636469,0.021557499106975,1e-05,0.00501621542217377,0.135485093828389,1e-05,1e-05,0.0080615738513068,1e-05,0.290607054091389,1e-05,0.0552298171696492,1e-05,1e-05,0.0280134987239304,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.157594962115616,1e-05,1e-05,0.00370061559665305,1e-05,0.0722310243029908,1e-05,0.00985220230195059,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.259448359549011,1e-05,0.0485982516253563,0.0477017259485781,0.108097971879393,1e-05,0.0103071808979136,1e-05,0.0204883729675746,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00820589497920526,1e-05,1e-05,0.00555565030830016,1e-05,0.113402418420339,0.00312333984181698,1e-05,1e-05,1e-05,0.0411879013111498,0.00494814437948554,1e-05,1e-05,1e-05,1e-05,0.00363579604827678,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.10305010174141,0.114427507739573,1e-05,0.374949905997223,0.0615810035334915
Otu157,1e-05,1e-05,1e-05,1e-05,1e-05,0.0866687237585739,1e-05,0.012656234645381,0.00578049178514995,0.0387458411512101,0.0258663867879553,0.0781847325633698,0.00582730085330276,1e-05,1e-05,1e-05,1e-05,0.00884774249981773,1e-05,1e-05,1e-05,0.0908976111489222,1e-05,1e-05,1e-05,0.00229892733789487,1e-05,1e-05,1e-05,1e-05,0.0052338509757571,1e-05,0.00154968483051528,1e-05,1e-05,1e-05,1e-05,0.0996938058457449,1e-05,0.103409239660148,0.00993683080544195,1e-05,1e-05,0.00411563168460827,1e-05,1e-05,1e-05,0.0503999591229145,0.00532624372856588,1e-05,1e-05,0.00496356684943258,0.089375390770523,1e-05,1e-05,0.0239308865478861,1e-05,1e-05,1e-05,0.245925643018165,1e-05,1e-05,0.0831584343376151,0.13841908615128,0.00168696878742145,0.0739153531209451,1e-05,1e-05,1e-05,0.0613655249587022,1e-05,1e-05,1e-05,1e-05,0.178095083833944,0.0779704482124969,0.00630600683274006,1e-05,0.0109853254010054,1e-05,0.714729108614556,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0921223841202207,1e-05,1e-05,0.144264540339539,0.0944021281591913,0.106963410570381,0.00236280405008984,0.0050995000324187,1e-05,0.0202733336393664,1e-05,0.165830485167407,1e-05,1e-05,0.0139356866151109,1e-05,1e-05,1e-05,0.0037361016938421,0.0243593056881066,0.0328048256372235,0.0141104801825141,1e-05,1e-05,0.224424366716195,0.00309055827822415,1e-05,1e-05,0.00141627965184328,0.0498124078665673,1e-05,1e-05,0.00422354315632907,1e-05,1e-05,0.00239842394018825,1e-05,1e-05,1e-05,1e-05,0.276109530954174,1e-05,1e-05,0.203937042485572,0.113226513671777,1e-05,0.510145010648062,0.0365608015567845
Otu159,1e-05,1e-05,1.55800055844176,1e-05,1e-05,0.0111443138996449,1e-05,1e-05,1e-05,0.199285646479661,1e-05,1e-05,0.0046623394826636,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.227464979944641,0.0233761723362458,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.011809115936665,1e-05,0.102990243909846,0.115372318434168,1e-05,0.28366711974367,0.0204436676782243,0.0304023602109414,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0285541251752958,1e-05,0.0919388094302335,1e-05,1e-05,0.0191467576526644,0.219335726765725,0.147902247824206,0.165466596494402,0.309196744897888,0.284750122221087,1e-05,1e-05,0.142389150676215,1e-05,0.114053032484132,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00376680027117429,1e-05,0.0735228598662828,1e-05,1e-05,1e-05,0.059345942156451,0.087716462157071,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.296804522306862,1e-05,0.11003127970302,0.00243057277187134,1e-05,1e-05,0.041709605785578,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0167053111168067,1e-05,0.0145151896655776,1e-05,1e-05,0.230861190145713,1e-05,1e-05,1e-05,1e-05,0.0419245376278094,1e-05,1e-05,1e-05,1e-05,1e-05,0.00185041071990426,1e-05,1e-05,1e-05,1e-05,0.189352507660228,1e-05,1e-05,1e-05,0.931792143065184,1e-05,0.238534875262459,0.0501458927036757
Otu16,1e-05,0.00154852846115501,0.00579616035037173,0.000311924846411963,1e-05,0.00485078449480998,1e-05,1e-05,0.000597285892398001,0.0166813548403185,1e-05,0.010771548972351,0.00526299731011889,0.000119405035824271,0.00902355411050067,1e-05,1e-05,0.00121895782599618,0.0205294401046192,0.000654717531734308,0.00253868361736376,0.00547881621594668,1e-05,1e-05,0.0111260399027343,1e-05,1e-05,0.00592633103087908,1e-05,1e-05,0.000360535108652194,1e-05,1e-05,0.00489218103872452,0.000395396370526008,1e-05,0.0103450509402929,0.00214607258648035,0.000225591200225578,0.00949782779555717,1e-05,0.00916146869297557,1e-05,1e-05,1e-05,0.000189143333577431,0.0154450716897162,1e-05,0.00238484743964402,0.00146940760324855,0.0028681734141004,0.000170958260146463,0.0754189101010589,1e-05,1e-05,0.0103875053586848,0.0874587529660199,0.0891379355853124,0.026315961095506,0.0715271815425094,0.0724590779970674,0.000405070862362194,0.064921743736843,0.102501601657106,1e-05,0.0687376426825086,1e-05,0.0021918825908856,1e-05,0.00422717924353668,0.0210323441673324,0.0065729064656948,0.000325383595061674,1e-05,0.00350517815646684,0.013427533640221,1e-05,0.025902231792277,0.00088284797489889,0.000200712789501742,0.167396586048089,1e-05,0.00167887064489602,0.0435104641253946,0.00397407735853493,0.0411172854442444,0.0248200684074393,0.000718871203752939,1e-05,0.0190376191003099,0.0442114586529578,1e-05,0.0380945099901437,1e-05,0.114207112119095,8.13811683661625e-05,1e-05,1e-05,0.000698266781024829,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00393039727153657,1e-05,0.0001286811409385,0.0148223046176563,0.00225976846307165,0.00486001944772746,0.00113605684455741,0.000772411795112646,0.0425137008076403,0.00106446932650227,0.000781566398099281,0.000280083443962906,0.000439023470931756,0.0316619094274589,0.00101182993497169,0.000862067009856841,0.000290939806619935,1e-05,1e-05,0.00301519239422764,1e-05,0.0645595257608036,1e-05,0.0337352091040309,0.112534247320205,1e-05,1e-05,0.0597050761424201,0.0701967255816876,0.000419387601632312,0.0750749463065473,0.0270738726980345
Otu160,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00262008824300197,1e-05,1e-05,0.0151563524334105,1e-05,0.0447541666717109,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00264741699827674,0.223645280016426,1e-05,1e-05,1e-05,1e-05,0.0405140959277705,0.012606925447507,1e-05,1e-05,1e-05,0.0298990489597957,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0452083809511373,0.00596527264352514,1e-05,0.00806990698616407,0.235314133664734,1e-05,1e-05,1e-05,0.168021649369159,1e-05,1e-05,0.210047846180692,1e-05,1e-05,1e-05,0.0160950406495234,1e-05,1e-05,0.102960634763808,1e-05,1e-05,1e-05,0.23164738217308,1e-05,1e-05,1e-05,1e-05,1e-05,0.578445507928706,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0105573731862167,1e-05,0.0931957622680964,0.08657218254944,1e-05,0.0972969739012559,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0287503205386984,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00382603916226097,1e-05,1e-05,0.022905820367846,1e-05,1e-05,1e-05,1e-05,1e-05,0.00424614670575983,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0246578635783066
Otu161,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00634893510660253,0.127668115584069,1e-05,1e-05,0.009244946093631,0.00380769829071081,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.203521584734142,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.150559087381198,1e-05,0.0757188807259195,1e-05,0.032461043615896,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0234289147883227,1e-05,1e-05,0.0981644083617658,1e-05,1e-05,0.00584093500780669,0.149028699224383,1e-05,1e-05,1e-05,0.0304031860451541,1e-05,1e-05,1e-05,1e-05,0.0405920289993386,1e-05,1e-05,1e-05,1e-05,1e-05,0.139735283031453,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.157002860588823,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00230555073390574,0.0528170865526577,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0910689806470302,0.0352257443574806,1e-05,1e-05,0.00546033015927269,0.250672291488097,1e-05,0.00205175165777491,0.0401321349819211,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0198948624758828,1e-05,1e-05,1e-05,1e-05,1e-05,0.00460999122749704,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0267707506739269
Otu162,1e-05,1e-05,1e-05,1e-05,1e-05,0.0348686997725576,1e-05,1e-05,1e-05,1e-05,1e-05,0.0419405424597998,0.00208395467888297,1e-05,1e-05,1e-05,0.00404303371603367,0.0379694713093727,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00977303091889613,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00855814454182834,1e-05,1e-05,0.0431431156096419,0.205211374945101,0.0593957098441178,1e-05,0.2379124231806,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.306721023855214,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00533365459316622,1e-05,1e-05,1e-05,0.0217783886318049,1e-05,1e-05,1e-05,1e-05,0.120387694280918,0.00331572895225515,1e-05,1e-05,1e-05,0.00485832914538617,1e-05,1e-05,1e-05,1e-05,1e-05,0.00192987552304797,1e-05,0.268129709805534,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.242951852543708,1e-05,0.398045784936774,0.0130748446641106
Otu163,1e-05,1e-05,1e-05,1e-05,1e-05,0.0341655295043101,1e-05,1e-05,0.0060765807724012,1e-05,0.00543826354051654,1e-05,0.00544514444426796,1e-05,1e-05,1e-05,1e-05,0.0465047127059922,1e-05,1e-05,0.232449227874661,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0139136420720156,1e-05,1e-05,1e-05,1e-05,1e-05,0.037328522588656,1e-05,1e-05,1e-05,0.144100457813694,1e-05,0.18117679855019,0.00522290812401752,1e-05,1e-05,1e-05,0.00498419415866475,0.00577283722254042,1e-05,0.0264907756916883,1e-05,1e-05,1e-05,0.00260890560879913,0.140930080329121,1e-05,1e-05,0.00279518633954634,0.203765313853542,0.151143104824447,0.0930007794252238,0.488320227546154,1e-05,1e-05,1e-05,1e-05,1e-05,0.116552180226391,1e-05,1e-05,1e-05,0.0645087966408522,0.320963728908669,0.200611453693693,1e-05,1e-05,0.0802360670763623,1e-05,1e-05,1e-05,0.00384933898310686,1e-05,0.150267808356378,1e-05,1e-05,0.442660463050826,1e-05,1e-05,1e-05,1e-05,1e-05,0.0968410870318656,1.0795011353445,1e-05,0.0505513581744382,1e-05,0.449769208697576,1e-05,1e-05,1e-05,1e-05,1e-05,0.174324672553805,1e-05,1e-05,1e-05,0.00261304744021508,1e-05,1e-05,0.00392747270653677,0.0128035203642757,0.0229901053541537,1e-05,1e-05,1e-05,0.117959928180277,1e-05,0.0119270806681308,1e-05,0.00297764896849886,0.0380828396449646,1e-05,1e-05,1e-05,1e-05,1e-05,0.00189095720667604,1e-05,0.131361272016125,1e-05,1e-05,0.193501629184689,1e-05,1e-05,1e-05,1e-05,0.00640005733108175,0.341266363838532,0.0192167614816331
Otu164,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0118321590196112,0.11896400104593,1e-05,0.240055921618675,0.00596398653558555,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0232574283813495,1e-05,1e-05,1e-05,1e-05,0.00932301541915812,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.122960501176506,1e-05,1e-05,0.0705565439316235,0.0152548649765849,0.0604958506516142,1e-05,1e-05,1e-05,1e-05,0.229473707601287,1e-05,1e-05,1e-05,0.0284090787706429,1e-05,0.0914717878116739,1e-05,1e-05,0.0244922115314033,0.0595149728070689,1e-05,0.0493878227211802,0.0559320214600735,0.0283303676875657,1e-05,0.0283696686336246,1e-05,1e-05,0.0378245590783697,1e-05,1e-05,1e-05,0.188414760357916,0.104162028565561,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0855199967692157,1e-05,1e-05,0.219448157269192,1e-05,1e-05,1.292905299877,1e-05,1e-05,1e-05,0.010680561652739,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.218944707507422,0.00241822619008525,1e-05,1e-05,1e-05,1e-05,0.0169720219639507,1e-05,0.00703784803349326,1e-05,0.00254402878826504,1e-05,1e-05,0.00573560403656449,0.0207755664239388,1e-05,1e-05,1e-05,0.00765069065310036,0.229688484436855,0.00948915205656037,1e-05,0.00416131356429376,0.00144950003215121,0.0417115735319978,0.00501105619761161,1e-05,1e-05,1e-05,1e-05,0.00797771514625936,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0949292758125131,0.0374183749396248
Otu165,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0432590928122055,0.288745633571819,0.0230177637339652,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0502930440276422,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0307166172022368,1e-05,0.0989016192217708,1e-05,1e-05,0.0117696004016504,1e-05,1e-05,0.0444994731328069,1e-05,0.0306315127809363,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.00405207168129408,1e-05,0.237272918879006,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.101941405542528,1e-05,1e-05,1e-05,1e-05,0.355092864322876,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0179704558857635,1e-05,1e-05,1e-05,1e-05,1e-05,0.00341997070312588,0.00418508095614512,1e-05,1e-05,0.0400885442269039,1e-05,1e-05,0.00467371670672169,1e-05,1e-05,0.00331758005783052,1e-05,1e-05,1e-05,1e-05,0.305539136204122,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,0.0202288484718122
